World,Non-OECD,OECD,SaudiArabia,United States,OPEC,Non-OPEC
69058.9035217693,50987.2915164758,18071.6120052936,8538.74019249106,5574,41819.060500695,27239.8430210743
69660.747025097,51489.3101504515,18171.4368746454,8479.23677651551,5609,42031.5407128413,27629.2063122557
70623.5145565358,52297.6339480878,18325.8806084479,8578.40913647476,5614,42375.0220928634,28248.4924636723
70860.6640036287,52515.0355692499,18345.6284343788,8429.65059653589,5547,42632.374823019,28228.2891806097
72127.3201654836,53363.3718900276,18763.948275456,8588.32637247068,5571,43214.7181734772,28912.6019920065
71910.298,53499.606,18410.692,8700,5585,42714.924,29195.374
71885.392,53592.776,18292.616,8700,5572,42771.018,29114.374
71821.19,53464.267,18356.923,8400,5617,42798.816,29022.374
71774.387,53557.216,18217.171,8400,5560,42792.013,28982.374
71417.886,53411.715,18006.171,8500,5556,42589.512,28828.374
72973.607,54834.134,18139.473,9500,5407,42997.097,29976.51
73514.989,55438.903,18076.086,9500,5484,43118.479,30396.51
72484.561,55362.777,17121.784,9500,5325,42248.322,30236.239
73112.447,56043.06,17069.387,9500,5081,42356.208,30756.239
73727.115,56278.684,17448.431,9500,5170,42937.876,30789.239
73433.577,55636.933,17796.644,9500,5423,43150.338,30283.239
73093.329,55678.477,17414.852,9500,5510,42593.362,30499.967
73354.581,55930.424,17424.157,9500,5446,42633.384,30721.197
73664.995,56182.558,17482.437,9500,5501,42815.703,30849.292
73964.638,56454.39,17510.248,9500,5601,42911.957,31052.681
74282.019,56515.061,17766.958,9600,5563,43089.441,31192.578
74364.868,56512.266,17852.602,9600,5596,43285.202,31079.666
73968.482,56843.945,17124.537,9600,5442,42753.541,31214.941
73836.461,56976.459,16860.002,9600,5253,42364.247,31472.214
73832.036,57043.149,16788.887,9600,5198,42325.261,31506.775
73411.557,57572.575,15838.982,9600,4214,41571.036,31840.521
73470.403,57284.582,16185.821,9500,4555,42007.118,31463.285
74044.705,57274.147,16770.558,9500,4857,42627.261,31417.444
74242.989,57128.524,17114.465,9500,4988,42916.711,31326.278
73713.309,56673.095,17040.214,9400,5047.742,42635.109,31078.2
73710.713,56848.457,16862.256,9500,5031.929,42593.713,31117
73577.051,56852.101,16724.95,9350,5027.161,42600.051,30977
73642.262,56955.079,16687.183,9350,5081.667,42662.262,30980
73185.435,56604.56,16580.875,9200,5150.548,42527.435,30658
73182.563,56948.416,16234.147,9100,5162.8,42206.563,30976
74219.832,57519.691,16700.141,9300,5094.161,42903.832,31316
73938.321,57611.08,16327.241,9300,5039.742,42520.321,31418
73572.09,57263.286,16308.804,9000,5030.867,42495.09,31077
73907.32,57339.209,16568.111,8800,5108.161,43035.32,30872
73472.423,56837.703,16634.72,8800,5064.2,42954.423,30518
73393.865,56784.881,16608.984,8750,5186.065,42948.865,30445
73032.233,56565.107,16467.126,8750,5107.806,42762.951,30269.282
73344.329,56613.187,16731.142,8600,5117.893,43146.144,30198.185
73339.229,56707.22,16632.009,8600,5119.258,43063.16,30276.069
73546.258,56806.568,16739.69,8600,5180.233,43064.947,30481.311
73003.677,56625.98,16377.697,8600,5211.226,42696.72,30306.957
72612.428,56666.938,15945.49,8600,5075.133,42439.062,30173.366
73204.537,56829.917,16374.62,8600,5037.903,42765.707,30438.83
72584.078,56817.945,15766.133,8600,4969.677,42162.443,30421.635
73238.717,57191.84,16046.877,8800,4902.033,42188.502,31050.215
73965.493,57708.152,16257.341,8800,5021.935,42726.41,31239.083
73699.292,57586.378,16112.914,9000,5034.033,42629.976,31069.316
74309.542,58269.495,16040.047,9100,5110.548,42568.33,31741.212
74663.653,58699.712,15963.941,9200,5115.032,42793.423,31870.23
74752.704,58775.125,15977.579,9200,5148.172,42798.537,31954.167
74978.738,58957.976,16020.762,9200,5189.29,42813.613,32165.125
74407.701,58582.38,15825.321,9100,5180.1,42533.619,31874.082
74726.227,58851.37,15874.857,9400,5143.129,42541.154,32185.073
74733.633,59191.128,15542.505,9450,5137.767,42411.786,32321.847
75487.395,59510.938,15976.457,9700,5176.806,42794.966,32692.429
74393.744,59013.113,15380.631,9600,5002.968,41888.126,32505.618
73394.476,58903.105,14491.371,9400,3973.6,41176.748,32217.728
74394.145,58892.277,15501.868,9400,4737.677,42135.907,32258.238
74226.965,58253.771,15973.194,8958.791,5078.1,42665.415,31561.55
73458.713,57519.472,15939.241,8517.875,5102.677,42531.209,30927.504
72370.775,56576.432,15794.343,8113.333,5144.097,42384.103,29986.672
72783.553,56703.205,16080.348,8067.875,5239.214,42892.225,29891.328
72620.321,56685.744,15934.577,8072.418,5218.581,42773.689,29846.632
72914.734,57189.584,15725.15,8076.52,5278.133,42849.918,30064.816
72499.654,57086.095,15413.559,8081.062,5376.903,42372.823,30126.831
72637.555,57333.041,15304.514,8335.458,5269.3,42405.718,30231.837
73594.812,57713.858,15880.954,8540,5397.935,43097.407,30497.405
73051.849,57738.673,15313.176,8440,5417.581,42441.139,30610.71
73501.319,57987.016,15514.303,8340,5558.833,42933.968,30567.351
73952.272,58076.551,15875.721,8340,5524.452,43335.755,30616.517
74051.666,58063.936,15987.73,8340,5394.6,43395.755,30655.911
73751.962,57927.281,15824.681,8240,5451.742,43104.046,30647.916
73947.8469469612,58226.5739469612,15721.273,8350.4097155,5404.161,43284.4652314612,30663.3817155
74279.8629469612,58392.9399469612,15886.923,8400.4097155,5553.429,43518.8502314612,30761.0127155
74519.7669469612,58419.9839469612,16099.783,8390.4097155,5515.355,43834.5432314612,30685.2237155
74266.1699469612,58237.7089469612,16028.461,8440.4097155,5392.3,43614.1692314612,30652.0007155
74314.9989469612,58415.4489469612,15899.55,8350.4097155,5400.871,43750.8412314612,30564.1577155
73949.5949469612,58622.5369469612,15327.058,8420.4097155,5379.5,43203.7402314612,30745.8547155
74201.8129469612,58678.6279469612,15523.185,8420.4097155,5297.871,43626.9462314612,30574.8667155
74078.4919469612,58679.1019469612,15399.39,8430.4097155,5447.323,43516.1792314612,30562.3127155
74392.5619469612,58798.6239469612,15593.938,8420.4097155,5615.767,43825.7592314612,30566.8027155
74727.8059469612,58747.5279469612,15980.278,8410.4097155,5630.548,44191.9632314612,30535.8427155
75057.2059469612,58946.2929469612,16110.913,8460.4097155,5575.733,44534.5922314612,30522.6137155
75146.0299469612,59019.6859469612,16126.344,8510.4097155,5607.452,44439.0132314612,30707.0167155
75924.983660974,59962.752660974,15962.231,8917.6018407,5494.613,44405.969820274,31519.0138407
75488.702660974,59869.281660974,15619.421,9337.6018407,5403.536,44006.572820274,31482.1298407
74445.121660974,58571.765660974,15873.356,9137.6018407,5615.452,44164.007820274,30281.1138407
74294.242660974,58320.568660974,15973.674,9137.6018407,5557.7,43969.708820274,30324.5338407
73665.430660974,58339.148660974,15326.282,9137.6018407,5622.903,43212.301820274,30453.1288407
74462.103660974,59056.701660974,15405.402,9837.6018407,5587.967,43348.878820274,31113.2248407
74884.409660974,59361.513660974,15522.896,10037.6018407,5440.258,43490.999820274,31393.4098407
75310.722660974,59548.546660974,15762.176,10137.6018407,5664.581,43827.405820274,31483.3168407
74647.105660974,59116.501660974,15530.604,9937.6018407,5614.433,43111.719820274,31535.3858407
75175.765660974,58942.516660974,16233.249,9737.6018407,5901.065,43950.563820274,31225.2018407
76173.431660974,59743.805660974,16429.626,10037.6018407,6035.233,44098.123820274,32075.3078407
76553.797660974,60073.286660974,16480.511,10037.6018407,6047.548,44512.645820274,32041.1518407
76731.4815104322,60232.2715104322,16499.21,10004.2575577,6171.387,44456.1479527322,32275.3335577
76975.1315104322,60224.0365104322,16751.095,10204.2575577,6266.586,44411.2759527322,32563.8555577
76877.9525104322,60334.6915104322,16543.261,10194.2575577,6326.129,44077.8209527322,32800.1315577
77212.1955104322,60474.4665104322,16737.729,10094.2575577,6324.2,44139.2409527322,33072.9545577
76504.2785104322,60016.0005104322,16488.278,9894.2575577,6368.161,43840.3379527322,32663.9405577
76310.8155104322,60032.7495104322,16278.066,10184.2575577,6269.4,43572.9649527322,32737.8505577
76521.1135104322,59987.7985104322,16533.315,10179.2575577,6424.419,43882.7269527322,32638.3865577
76506.6065104322,60253.7845104322,16252.822,10179.2575577,6349.097,43697.5839527322,32809.0225577
75955.0615104322,59946.6845104322,16008.377,9964.2575577,6595.8,43415.2699527322,32539.7915577
76556.1465104322,59696.0615104322,16860.085,9964.2575577,6966,44519.4589527322,32036.6875577
77089.4715104322,59853.1695104322,17236.302,9704.2575577,7076.667,45068.5209527322,32020.9505577
76974.8635104322,59462.2625104322,17512.601,9404.2575577,7098.742,45324.0969527322,31650.7665577
76377.0087694,59164.2667694,17212.742,9319.7197694,7082.742,44991.627,31385.3817694
76161.6827694,58971.2667694,17190.416,9319.7197694,7151.25,44835.701,31325.9817694
76378.0827694,58998.5897694,17379.493,9319.7197694,7205.871,44883.122,31494.9607694
76745.9447694,59306.3537694,17439.591,9619.7197694,7371.633,44799.237,31946.7077694
76620.9277694,59409.5327694,17211.395,9819.7197694,7325.613,44751.725,31869.2027694
76711.7967694,59701.8297694,17009.967,10019.7197694,7276.5,44928.647,31783.1497694
77231.6337694,59524.1157694,17707.518,10219.7197694,7524.323,45305.421,31926.2127694
76998.2267694,59356.9227694,17641.304,10419.7197694,7532.032,45105.338,31892.8887694
76526.4167694,58807.0747694,17719.342,10319.7197694,7837.233,45389.877,31136.5397694
76794.1967694,59110.0507694,17684.146,10019.7197694,7757.645,45616.839,31177.3577694
77102.5227694,58864.2707694,18238.252,10019.7197694,7916.833,46436.439,30666.0837694
77507.0097694,59056.4277694,18450.582,10019.7197694,7928.29,46629.245,30877.7647694
77724.0564128041,59219.7544128041,18504.302,10109.9784539,8072.742,46351.0799589041,31372.9764539
78246.4074128041,59545.5094128041,18700.898,10059.9784539,8152.143,46751.0839589041,31495.3234539
77579.3334128041,58722.9204128041,18856.413,9859.9784539,8292.774,46636.7129589041,30942.6204539
77380.3444128041,58560.6894128041,18819.655,9859.9784539,8521.267,46612.7389589041,30767.6054539
77612.5464128041,58921.2124128041,18691.334,9859.9784539,8643.677,46558.5559589041,31053.9904539
77884.3784128041,59069.5264128041,18814.852,9859.9784539,8746.233,46843.4359589041,31040.9424539
78166.2384128041,59165.5524128041,19000.686,10009.9784539,8845.903,46861.8689589041,31304.3694539
78453.6844128041,59629.8564128041,18823.828,9909.9784539,8919.548,46832.3789589041,31621.3054539
79194.9464128041,59957.9104128041,19237.036,9809.9784539,9081.7,47224.7059589041,31970.2404539
80195.0794128041,60500.5654128041,19694.514,9909.9784539,9263.355,47903.1839589041,32291.8954539
80002.8954128041,60260.3644128041,19742.531,9809.9784539,9322.067,48253.5379589041,31749.3574539
80868.0074128041,60755.8024128041,20112.205,9809.9784539,9566.194,48864.1389589041,32003.8684539
80131.9271871,60250.4661871,19881.461,9807.3711871,9388.452,48495.486,31636.4411871
80032.0901871,60013.6361871,20018.454,9907.3711871,9509.714,48505.125,31526.9651871
80948.3231871,61005.4031871,19942.92,10307.3711871,9585.484,48676.202,32272.1211871
80578.1771871,60826.4941871,19751.683,10307.3711871,9661.4,48054.093,32524.0841871
80488.1471871,61165.9841871,19322.163,10507.3711871,9481.226,47748.379,32739.7681871
80942.9771871,61531.6891871,19411.288,10657.3711871,9361.633,47810.876,33132.1011871
81457.7301871,61620.0381871,19837.692,10567.3711871,9447.161,48159.172,33298.5581871
81196.0111871,61334.4841871,19861.527,10457.3711871,9415.71,48204.575,32991.4361871
81088.4861871,61574.1261871,19514.36,10457.3711871,9490.767,47804.515,33283.9711871
81039.0801871,61295.5761871,19743.504,10407.3711871,9406.226,48018.686,33020.3941871
81712.7811871,61786.6091871,19926.172,10307.3711871,9337,48494.546,33218.2351871
81893.8991871,61951.5241871,19942.375,10307.3711871,9281.355,48630.866,33263.0331871
81838.853,62019.702,19819.151,10414,9202.548,48272.826,33566.027
81094.286,61610.073,19484.213,10414,9065.241,47957.434,33136.852
80979.948,61567.618,19412.33,10414,9088.516,47675.688,33304.26
80204.962,61429.341,18775.621,10414,8870.867,46779.573,33425.389
79413.009,61385.656,18027.353,10514,8833.806,46080.072,33332.937
80126.071,62177.096,17948.975,10714,8670.967,46369.693,33756.378
80884.465,62085.484,18798.981,10844,8664.065,46942.008,33942.457
80314.991,61570.447,18744.544,10814,8685.548,46457.998,33856.993
80674.691,62280.106,18394.585,10774,8544.2,46831.862,33842.829
81832.065,62813.804,19018.261,10764,8841,47646.882,34185.183
82831.178,63332.239,19498.939,10814,8906.033,48191.331,34639.847
82279.631,63172.382,19107.249,10714,8845.871,47897.241,34382.39
81325.7829975151,62130.7753428405,19195.0076546746,10196,8873.581,47821.7397681919,33504.0432293232
81120.2932661566,61621.6019715782,19498.6912945784,10216,9108.107,47754.9756460767,33365.31762008
80645.2769693765,61280.1396932733,19365.1372761032,10166,9192.419,47697.4527754061,32947.8241939704
80202.3547229461,61271.8496583323,18930.5050646138,10196,9114.8,47164.1403511184,33038.2143718276
80799.9675035325,61786.5221072093,19013.4453963233,10266,9207.71,47278.9581040799,33521.0093994527
81332.3995231853,62344.3476707665,18988.0518524188,10466,9134.5,47375.4650927825,33956.9344304028
81725.0258032124,62335.2823536085,19389.743449604,10416,9265.774,47576.2966391795,34148.7291640329
81215.4100086107,61855.0699746753,19360.3400339353,10356,9263.935,47221.1923574319,33994.2176511788
81364.5843249588,62204.1743715318,19160.409953427,10406,9533.6,47236.9520814325,34127.6322435262
81541.2764351838,61930.8269063206,19610.4495288631,10376,9668.032,47641.2663023606,33900.0101328232
82119.3494827765,61842.6235987612,20276.7258840153,10326,10087.9,48454.8238040673,33664.5256787092
81634.9241359293,61569.4039550087,20065.5201809206,10276,9992.871,48121.8125105819,33513.1116253474
82228.5276389383,61873.7950694865,20354.7325694518,10378,9998.323,48431.7259541215,33796.8016848167
82352.7717773655,61733.2582924829,20619.5134848826,10318,10260.786,48726.1234267006,33626.6483506649
82345.7709539584,61585.9866094126,20759.7843445458,10268,10488.581,48895.3400240823,33450.4309298762
82037.1354214592,61421.4697597103,20615.6656617489,10278,10496.367,48632.5771216037,33404.5582998556
81860.5679371702,61407.3146018704,20453.2533352997,10338,10456.742,48571.0358377578,33289.5320994124
82296.8638488097,61582.3287454186,20714.5351033911,10638,10604.9,49006.6318654996,33290.2319833102
82842.4587338768,61606.2910520086,21236.1676818682,10698,10903.452,49495.2900702784,33347.1686635984
83311.4946797904,61554.2702124113,21757.2244673791,10638,11383.516,49719.7772196771,33591.7174601133
83283.3165447637,61944.1890453873,21339.1274993763,10738,11463.367,49555.6272264093,33727.6893183544
84388.9305396035,62398.1931001646,21990.7374394389,10938,11553.968,50491.4061878991,33897.5243517044
84525.619159358,62157.5990572627,22368.0201020953,11218,11907.1,50873.3188341869,33652.3003251711
84210.5913926115,61674.4465976968,22536.1447949147,10718,12003.742,51338.316836986,32872.2745556255
82550.3021061553,60611.5246317524,21938.7774744029,10252,11865,50412.7134601412,32137.5886460141
82352.3070200225,60458.2686589657,21894.0383610568,10302,11678.821,50219.7451379428,32132.5618820797
82265.7865521516,60110.7870618456,22154.999490306,10052,11937.29,50583.3633475973,31682.4232045543
82102.2900410379,59724.9990932179,22377.29094782,10052,12134.7,50351.8081033365,31750.4819377014
81577.0250482904,59495.052295192,22081.9727530984,10102,12163.194,50159.6272992268,31417.3977490636
81715.9946105257,59791.0222210409,21924.9723894848,10202,12087.533,50216.1363494845,31499.8582610413
81252.8548521607,59335.8285483935,21917.0263037671,9952,11819.097,50169.7781064159,31083.0767457448
82318.7921916417,59836.4334200049,22482.3587716369,10052,12424.774,50988.6326697747,31330.159521867
80647.096772378,58126.5543411461,22520.5424312319,8702,12495.2,50899.1189432558,29747.9778291222
82479.6619975193,59564.2635151827,22915.3984823366,10052,12672.548,51290.127788467,31189.5342090523
83409.3804928331,59855.3562844774,23554.0242083556,10102,12859.767,52357.6268535265,31051.7536393066
83349.582351566,59683.4587468861,23666.1236046799,9952,12802.097,52401.1184925738,30948.4638589922
83029.0291162098,59616.2403042665,23412.7888119433,10044,12754.806,52389.2556188993,30639.7734973106
82124.0509368871,58587.7740279638,23536.2769089233,9944,12745.586,52248.5451196403,29875.5058172468
82317.407320249,58967.0711752528,23350.3361449962,9994,12737.065,52211.1954466905,30106.2118735584
82587.2253735774,60471.5203279095,22115.7050456679,11794,12009.967,50473.964698786,32113.2606747914
71383.0651589953,51828.0730624215,19554.9920965738,8744,10018.774,45175.4268276655,26207.6383313298
70284.0093075017,50259.3321196581,20024.6771878436,7894,10442.133,46035.7903827224,24248.2189247793
71621.3501444307,50938.9765798738,20682.3735645569,8594,10972.645,46732.8279975377,24888.522146893
72736.8633016893,52556.0349096472,20180.8283920421,9094,10583.839,46865.395836431,25871.4674652583
72632.7378593442,52310.473531191,20322.2643281533,9204,10870.467,46739.2278567427,25893.5100026016
73147.0405653751,52856.1353614413,20290.9052039338,9204,10438.742,46902.5003951962,26244.5401701789
75011.2540642574,53598.7028378644,21412.5512263929,9204,11121.033,48008.8212575643,27002.4328066931
75520.3214908918,53786.6681831754,21733.6533077164,9204,11063.097,48320.4464503215,27199.8750405703
76106.5376598704,54450.4049910328,21656.1326688376,9294,11124.063,48794.1792285708,27312.3584312996
74050.1131581644,53875.3277306204,20174.785427544,8394,9924.674,47177.1065298552,26873.0066283093
76046.2591821186,54235.1119898743,21811.1471922443,8344,11325.869,49018.4856603726,27027.773521746
75492.6183202258,54404.4789902843,21088.1393299416,8344,11304.722,48459.8106459998,27032.807674226
75966.6846669815,54885.8719380686,21080.812728913,8676,11355.992,48466.8011992314,27499.8834677502
76613.165762328,55451.7553972872,21161.4103650408,9141,11356.417,48560.2412560924,28052.9245062356
77744.1826771736,56168.5899139277,21575.5927632459,9650,11346.986,48980.258170938,28763.9245062356
77379.3268082537,55843.2806606719,21536.0461475818,9752.13903743316,11277.405,48619.013264585,28760.3135436687
77724.8746888935,56652.7193073259,21072.1553815677,9854.27807486631,10917.534,48557.7971077916,29167.0775811019
79045.9076565027,57002.9413152546,22042.966341248,10006.4171122995,11568.579,49602.0660379677,29443.841618535
79885.0335225532,57682.662109461,22202.3714130922,10108.5561497326,11790.052,49997.6525468966,29887.3809756566
79558.0852505504,57624.4432676132,21933.6419829372,10110.6951871658,11634.403,49470.3670420042,30087.7182085462
79651.1471324672,58221.3581560269,21429.7889764404,10210.6951871658,11369.337,49624.4074023733,30026.7397300939
80640.279677544,58998.3802787279,21641.899398816,10460.6951871658,11316.118,49945.4217422642,30694.8579352798
80544.8530550889,58586.110524551,21958.7425305378,10210.6951871658,11700.794,50235.9895183342,30308.8635367547
79583.4834180458,57842.5788650035,21740.9045530423,10510.6951871658,11668.386,48980.2536535402,30603.2297645057
78925.6540574682,57483.5423686309,21442.1116888373,10460.6951871658,11614.772,48811.8926247053,30113.761432763
79319.0462158811,57836.3263430993,21482.7198727818,10560.6951871658,11815.729,48990.2383843008,30328.8078315803
